TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,category
TX000623,AC00354,1162.42,8/23/2023 16:35,Credit,Detroit,D000153,62.152.134.92,M009,Online,30,Doctor,45,1,10357.26,11/4/2024 8:09,Grocery
TX000624,AC00290,342.17,12/14/2023 16:09,Credit,New York,D000532,91.204.200.167,M033,Branch,21,Student,247,1,461.83,11/4/2024 8:08,Grocery
TX000625,AC00425,580.71,9/20/2023 16:37,Debit,Philadelphia,D000203,115.30.82.168,M046,ATM,53,Engineer,95,1,5670,11/4/2024 8:10,Utilities
TX000626,AC00370,821.54,8/22/2023 18:11,Credit,Atlanta,D000142,19.111.192.175,M044,Branch,79,Retired,36,1,4040.32,11/4/2024 8:11,Healthcare
TX000627,AC00454,253.47,6/14/2023 17:07,Debit,Atlanta,D000388,81.248.235.147,M077,Branch,20,Student,238,1,220.51,11/4/2024 8:08,Entertainment
TX000628,AC00403,22.81,5/29/2023 17:53,Debit,New York,D000065,81.102.230.41,M083,Online,62,Retired,75,1,3634.76,11/4/2024 8:07,Travel
TX000629,AC00358,266.57,7/3/2023 17:56,Credit,Boston,D000058,140.94.123.72,M026,Online,39,Engineer,96,1,7180.48,11/4/2024 8:07,Electronics
TX000630,AC00296,374.61,8/29/2023 18:30,Credit,Mesa,D000056,34.125.226.63,M079,Online,75,Retired,37,1,1389.71,11/4/2024 8:11,Dining
TX000631,AC00393,339.35,2/3/2023 16:08,Credit,Boston,D000099,197.23.128.119,M084,ATM,78,Retired,70,1,5002.7,11/4/2024 8:08,Healthcare
TX000632,AC00223,810.36,1/17/2023 16:59,Debit,Columbus,D000393,139.23.212.102,M081,ATM,20,Student,67,1,9239.12,11/4/2024 8:07,Grocery
TX000633,AC00487,9.83,7/24/2023 17:04,Debit,Memphis,D000054,210.98.198.143,M004,ATM,24,Student,86,1,666.42,11/4/2024 8:09,Healthcare
TX000634,AC00215,135.57,6/14/2023 17:17,Credit,Boston,D000225,147.119.62.178,M073,Branch,51,Doctor,116,1,11351.64,11/4/2024 8:11,Grocery
TX000635,AC00275,340.05,10/27/2023 17:26,Debit,Detroit,D000196,163.58.140.206,M038,ATM,43,Engineer,37,1,7234.15,11/4/2024 8:07,Utilities
TX000636,AC00482,283.45,10/17/2023 17:24,Debit,Colorado Springs,D000399,128.16.32.183,M039,Branch,27,Engineer,127,1,2049.51,11/4/2024 8:08,Dining
TX000637,AC00357,100.99,5/29/2023 16:20,Debit,New York,D000466,109.105.179.186,M078,ATM,68,Doctor,114,1,8865.27,11/4/2024 8:09,Utilities
TX000638,AC00026,90.88,2/20/2023 16:48,Debit,Albuquerque,D000449,196.244.194.198,M071,Branch,18,Student,176,1,3908.47,11/4/2024 8:07,Dining
TX000639,AC00416,655.15,1/2/2023 16:22,Debit,Seattle,D000626,11.167.243.171,M083,ATM,26,Engineer,264,1,5587.44,11/4/2024 8:07,Travel
TX000640,AC00058,320.55,5/1/2023 17:11,Debit,Milwaukee,D000549,199.6.127.153,M041,Online,50,Engineer,118,1,438.75,11/4/2024 8:08,Grocery
TX000641,AC00170,41.51,10/4/2023 16:47,Debit,Phoenix,D000688,16.51.235.240,M084,Online,28,Student,48,1,609.6,11/4/2024 8:11,Healthcare
TX000642,AC00262,71.53,10/30/2023 16:49,Credit,Jacksonville,D000420,11.188.75.155,M030,Branch,68,Retired,39,1,2393.73,11/4/2024 8:12,Utilities
TX000643,AC00032,467.13,9/28/2023 17:18,Credit,Kansas City,D000025,162.151.179.167,M096,Branch,54,Retired,45,1,3914.84,11/4/2024 8:06,Retail
TX000644,AC00131,235.4,9/26/2023 17:02,Debit,Detroit,D000141,73.108.76.238,M038,Branch,28,Student,70,1,818.36,11/4/2024 8:10,Utilities
TX000645,AC00176,159.32,1/16/2023 18:57,Debit,Seattle,D000446,37.227.215.145,M033,Branch,18,Student,100,1,304.44,11/4/2024 8:10,Grocery
TX000646,AC00139,50.83,12/18/2023 16:06,Credit,Philadelphia,D000421,190.164.160.79,M076,Online,30,Doctor,48,1,9553.42,11/4/2024 8:10,Healthcare
TX000647,AC00056,56.89,2/3/2023 18:03,Credit,Houston,D000120,31.127.129.152,M062,Branch,59,Engineer,56,1,3034.67,11/4/2024 8:09,Utilities
TX000648,AC00276,20.22,3/10/2023 18:26,Debit,Jacksonville,D000123,170.225.23.251,M003,ATM,43,Engineer,138,1,5515.32,11/4/2024 8:06,Travel
TX000649,AC00447,50.4,3/27/2023 17:02,Debit,San Antonio,D000565,44.197.126.59,M079,Branch,36,Doctor,84,1,1677.01,11/4/2024 8:07,Dining
TX000650,AC00143,73.88,5/8/2023 17:42,Debit,Los Angeles,D000405,134.140.85.231,M009,Branch,53,Retired,131,1,4055.55,11/4/2024 8:08,Grocery
TX000651,AC00139,119.61,3/14/2023 16:21,Debit,San Diego,D000102,99.205.173.118,M017,ATM,33,Doctor,53,1,9899.94,11/4/2024 8:07,Grocery
TX000652,AC00208,1241.05,11/21/2023 16:26,Debit,Miami,D000105,156.96.135.18,M089,Branch,18,Student,129,1,756.74,11/4/2024 8:11,Grocery
TX000653,AC00426,116.58,8/31/2023 16:38,Debit,Raleigh,D000646,20.147.6.179,M038,Branch,43,Engineer,247,1,2620.74,11/4/2024 8:06,Utilities
TX000654,AC00423,1919.11,6/27/2023 17:48,Debit,Portland,D000191,207.157.126.125,M033,ATM,30,Doctor,161,1,11090.24,11/4/2024 8:10,Grocery
TX000655,AC00381,391.96,6/19/2023 16:21,Debit,Nashville,D000452,121.67.144.20,M032,ATM,64,Retired,79,1,2174.16,11/4/2024 8:06,Retail
TX000656,AC00458,156.26,1/2/2023 17:49,Credit,Virginia Beach,D000134,51.196.87.214,M059,Branch,46,Engineer,160,1,7854.1,11/4/2024 8:09,Travel
TX000657,AC00014,427,7/31/2023 17:04,Credit,Oklahoma City,D000629,183.39.94.209,M065,Branch,49,Engineer,163,1,8253.65,11/4/2024 8:07,Grocery
TX000658,AC00071,443.68,4/25/2023 18:58,Debit,Tucson,D000400,16.94.155.46,M012,ATM,18,Student,137,1,874.15,11/4/2024 8:10,Healthcare
TX000659,AC00054,101.76,2/20/2023 17:27,Debit,Philadelphia,D000374,78.69.172.205,M071,Branch,31,Doctor,26,1,6043.25,11/4/2024 8:11,Dining
TX000660,AC00182,67.57,8/17/2023 16:44,Debit,Charlotte,D000498,165.35.58.173,M093,Branch,37,Engineer,107,1,2766.12,11/4/2024 8:11,Entertainment
TX000661,AC00257,326.29,12/6/2023 17:10,Debit,Denver,D000184,6.44.165.160,M025,Online,56,Engineer,179,1,8171.26,11/4/2024 8:10,Grocery
TX000662,AC00006,158.56,2/28/2023 17:28,Debit,Sacramento,D000027,218.238.171.184,M087,ATM,33,Doctor,100,1,5401.21,11/4/2024 8:10,Dining
TX000663,AC00424,56.02,6/19/2023 17:50,Debit,Memphis,D000455,81.248.235.147,M003,Online,27,Student,142,1,3548.02,11/4/2024 8:07,Travel
TX000664,AC00131,288.28,1/17/2023 17:11,Debit,Portland,D000127,191.25.177.160,M087,Online,27,Student,36,1,160.83,11/4/2024 8:06,Dining
TX000665,AC00133,245.67,1/2/2023 18:35,Credit,Portland,D000097,3.77.114.6,M088,Branch,24,Student,107,1,752.25,11/4/2024 8:07,Retail
TX000666,AC00393,152.18,8/7/2023 16:57,Credit,Los Angeles,D000637,40.244.94.218,M093,Online,39,Engineer,176,4,2459.84,11/4/2024 8:10,Entertainment
TX000667,AC00361,114.35,11/27/2023 16:16,Credit,El Paso,D000264,193.221.15.59,M025,Branch,41,Engineer,21,1,469.12,11/4/2024 8:10,Grocery
TX000668,AC00092,373.27,7/18/2023 18:03,Credit,Miami,D000090,35.67.21.23,M053,Online,61,Doctor,79,1,8441.61,11/4/2024 8:06,Entertainment
TX000669,AC00049,504.63,11/13/2023 17:07,Debit,Portland,D000129,77.21.150.75,M068,Online,60,Engineer,168,1,3806.16,11/4/2024 8:07,Healthcare
TX000670,AC00023,126.22,5/4/2023 16:25,Debit,Atlanta,D000094,9.230.41.239,M081,ATM,46,Engineer,77,4,6133.41,11/4/2024 8:07,Grocery
TX000671,AC00323,820.15,12/18/2023 16:33,Debit,Kansas City,D000281,13.188.62.74,M093,Branch,47,Doctor,181,1,8802.97,11/4/2024 8:10,Entertainment
TX000672,AC00372,986.81,3/31/2023 16:52,Credit,Houston,D000093,145.76.10.8,M039,Online,68,Doctor,127,1,14881.77,11/4/2024 8:09,Dining
TX000673,AC00497,8.37,1/12/2023 16:21,Debit,Colorado Springs,D000425,143.212.47.226,M011,ATM,63,Retired,135,1,1106.34,11/4/2024 8:11,Travel
TX000674,AC00130,197.49,7/3/2023 16:36,Credit,Fresno,D000649,167.67.137.223,M007,Online,53,Retired,30,1,5005.33,11/4/2024 8:06,Dining
TX000675,AC00034,637.97,10/23/2023 17:17,Debit,New York,D000646,104.165.213.58,M066,Branch,58,Retired,90,1,7949.03,11/4/2024 8:07,Electronics
TX000676,AC00286,13.52,5/15/2023 16:51,Debit,Seattle,D000584,167.67.137.223,M001,ATM,26,Student,65,1,259.77,11/4/2024 8:06,Grocery
TX000677,AC00232,432.1,3/20/2023 16:28,Debit,San Francisco,D000264,182.84.41.229,M048,ATM,49,Engineer,240,1,2114.3,11/4/2024 8:10,Retail
TX000678,AC00182,375.17,6/8/2023 17:20,Debit,Fort Worth,D000226,112.196.12.19,M053,ATM,51,Engineer,66,2,5495.3,11/4/2024 8:11,Entertainment
TX000679,AC00136,642.68,2/17/2023 16:57,Debit,Fresno,D000269,56.116.189.0,M034,Branch,50,Doctor,94,1,8461.46,11/4/2024 8:08,Electronics
TX000680,AC00101,78.44,11/21/2023 17:25,Credit,San Jose,D000476,35.246.53.10,M033,Online,52,Retired,292,1,6870.84,11/4/2024 8:10,Grocery
TX000681,AC00328,139.72,1/16/2023 17:53,Debit,Memphis,D000516,219.98.242.240,M033,Branch,49,Engineer,201,1,5058.83,11/4/2024 8:08,Grocery
TX000682,AC00356,499.99,8/2/2023 16:01,Debit,San Jose,D000100,9.230.41.239,M046,Branch,31,Engineer,296,1,8885,11/4/2024 8:09,Utilities
TX000683,AC00312,10.07,1/17/2023 16:47,Debit,Albuquerque,D000494,23.92.205.75,M029,Online,24,Student,49,1,530.81,11/4/2024 8:08,Entertainment
TX000684,AC00242,120.62,2/27/2023 16:37,Debit,Raleigh,D000024,134.222.122.238,M087,ATM,23,Student,85,1,9379.53,11/4/2024 8:06,Dining
TX000685,AC00123,578.49,10/16/2023 17:46,Debit,Nashville,D000463,194.88.79.54,M032,Branch,59,Retired,180,1,6475.13,11/4/2024 8:06,Retail
TX000686,AC00071,119.3,8/28/2023 16:08,Debit,Mesa,D000597,90.111.245.138,M058,Branch,34,Engineer,22,5,319.04,11/4/2024 8:08,Electronics
TX000687,AC00370,280.92,1/1/2024 18:21,Debit,Phoenix,D000320,120.170.93.69,M048,Online,41,Doctor,168,1,5298.85,11/4/2024 8:06,Retail
TX000688,AC00330,42.42,6/1/2023 17:19,Debit,Sacramento,D000068,61.95.76.233,M042,Online,21,Student,102,1,490.57,11/4/2024 8:09,Electronics
TX000689,AC00218,77.03,6/19/2023 16:57,Debit,Fresno,D000681,121.67.144.20,M030,ATM,67,Doctor,259,1,11310.27,11/4/2024 8:08,Utilities
TX000690,AC00437,22.59,3/27/2023 16:12,Debit,Seattle,D000048,113.115.81.178,M060,ATM,62,Retired,45,1,3988.75,11/4/2024 8:08,Healthcare
TX000691,AC00287,568.76,10/9/2023 16:48,Debit,Baltimore,D000221,63.191.171.41,M097,ATM,51,Retired,155,1,7484.32,11/4/2024 8:12,Grocery
TX000692,AC00418,25.94,10/16/2023 18:53,Credit,San Jose,D000232,42.219.228.159,M003,Online,58,Retired,211,5,4815.11,11/4/2024 8:06,Travel
TX000693,AC00465,105.94,8/7/2023 16:02,Debit,Oklahoma City,D000532,160.212.125.105,M074,Branch,51,Engineer,207,1,5963.1,11/4/2024 8:09,Electronics
TX000694,AC00011,733.29,3/15/2023 18:42,Debit,Virginia Beach,D000618,16.51.235.240,M032,ATM,52,Doctor,94,5,10427,11/4/2024 8:07,Retail
TX000695,AC00432,350.15,11/27/2023 16:18,Credit,Fresno,D000234,11.167.243.171,M052,ATM,21,Student,195,1,296.47,11/4/2024 8:08,Healthcare
TX000696,AC00240,1151.18,8/25/2023 17:26,Debit,Kansas City,D000208,72.192.101.196,M055,ATM,65,Doctor,105,1,1100.06,11/4/2024 8:07,Dining
TX000697,AC00497,183.67,6/26/2023 16:11,Debit,San Diego,D000187,77.7.223.184,M085,Online,19,Student,238,1,910.26,11/4/2024 8:11,Entertainment
TX000698,AC00026,278.27,4/10/2023 16:47,Debit,Tucson,D000141,87.234.36.48,M027,Branch,29,Doctor,123,1,6684.34,11/4/2024 8:09,Travel
TX000699,AC00277,470.3,9/12/2023 18:46,Debit,Austin,D000695,41.110.46.150,M091,ATM,40,Doctor,88,1,8524.09,11/4/2024 8:08,Travel
TX000700,AC00116,261.69,11/27/2023 17:29,Debit,Philadelphia,D000117,197.52.3.107,M042,ATM,53,Retired,84,1,5126.65,11/4/2024 8:09,Electronics
TX000701,AC00367,365.04,3/6/2023 16:29,Debit,Virginia Beach,D000232,86.220.59.252,M003,Branch,22,Student,94,1,873.89,11/4/2024 8:12,Travel
TX000702,AC00030,211.1,9/14/2023 16:58,Debit,Miami,D000653,19.228.76.177,M070,Branch,57,Retired,136,1,7059.77,11/4/2024 8:07,Utilities
TX000703,AC00111,21.49,5/4/2023 16:51,Debit,Denver,D000108,60.43.160.195,M050,ATM,58,Doctor,240,1,11991.24,11/4/2024 8:08,Electronics
TX000704,AC00220,63.58,9/11/2023 17:43,Debit,Columbus,D000081,163.129.70.210,M093,ATM,18,Student,199,1,8086.04,11/4/2024 8:11,Entertainment
TX000705,AC00295,321.86,7/24/2023 16:25,Debit,San Antonio,D000554,141.241.241.128,M005,ATM,63,Doctor,167,1,12626.49,11/4/2024 8:06,Entertainment
TX000706,AC00137,12.11,12/12/2023 16:17,Debit,Jacksonville,D000577,57.141.198.111,M038,Branch,75,Retired,127,1,1730.28,11/4/2024 8:07,Utilities
TX000707,AC00004,642.54,5/10/2023 18:49,Debit,Milwaukee,D000663,166.79.195.157,M025,Branch,44,Engineer,28,1,3143.17,11/4/2024 8:10,Grocery
TX000708,AC00442,210.45,12/11/2023 16:47,Debit,Las Vegas,D000547,144.91.150.133,M011,ATM,27,Student,146,1,1242.49,11/4/2024 8:06,Travel
TX000709,AC00201,313.65,1/30/2023 16:08,Credit,Chicago,D000288,57.232.212.116,M017,Branch,55,Retired,173,1,1886.36,11/4/2024 8:10,Grocery
TX000710,AC00462,99.76,8/7/2023 16:21,Debit,Sacramento,D000501,38.164.132.63,M039,Branch,26,Student,131,1,416.89,11/4/2024 8:06,Dining
TX000711,AC00390,115.32,7/25/2023 17:24,Debit,Denver,D000663,211.45.75.44,M075,Branch,53,Retired,113,1,5929.08,11/4/2024 8:08,Travel
TX000712,AC00297,33.61,8/21/2023 17:25,Debit,Milwaukee,D000116,142.184.68.230,M014,Online,23,Student,72,1,479.08,11/4/2024 8:08,Utilities
TX000713,AC00173,498.59,1/30/2023 16:20,Credit,Oklahoma City,D000604,93.169.212.219,M032,Online,33,Doctor,32,1,5862.99,11/4/2024 8:06,Retail
TX000714,AC00382,98.81,9/4/2023 16:48,Debit,San Francisco,D000430,38.210.156.148,M047,Branch,27,Student,91,1,797.1,11/4/2024 8:08,Dining
TX000715,AC00175,1.87,10/20/2023 18:34,Debit,Washington,D000165,30.229.179.194,M014,ATM,65,Retired,147,1,7287.94,11/4/2024 8:09,Utilities
TX000716,AC00035,78.92,6/15/2023 18:57,Credit,Jacksonville,D000118,149.84.108.18,M075,Online,59,Engineer,95,1,5624.86,11/4/2024 8:08,Travel
TX000717,AC00219,194.29,1/23/2023 16:05,Credit,Seattle,D000307,160.65.101.37,M059,Branch,39,Engineer,10,1,2988.41,11/4/2024 8:08,Travel
TX000718,AC00416,28.73,10/31/2023 16:11,Debit,Kansas City,D000384,93.52.44.101,M016,ATM,53,Engineer,185,1,2712.96,11/4/2024 8:08,Retail
TX000719,AC00467,105.53,6/16/2023 16:36,Debit,Colorado Springs,D000003,53.131.194.183,M026,Online,24,Student,88,1,1433.66,11/4/2024 8:10,Electronics
TX000720,AC00465,737.34,3/20/2023 17:45,Debit,Miami,D000041,93.146.251.20,M006,Online,30,Doctor,34,1,7336.56,11/4/2024 8:08,Utilities
TX000721,AC00102,237.86,2/6/2023 17:48,Debit,Philadelphia,D000274,135.73.131.111,M044,ATM,18,Student,210,1,475.63,11/4/2024 8:10,Healthcare
TX000722,AC00119,409.61,7/26/2023 16:05,Debit,Kansas City,D000618,197.23.128.119,M024,Branch,65,Doctor,89,1,11698.15,11/4/2024 8:10,Retail
TX000723,AC00418,75.53,8/21/2023 17:36,Credit,Fresno,D000597,54.252.249.33,M009,Online,21,Student,157,1,1034.35,11/4/2024 8:07,Grocery
TX000724,AC00237,72.75,5/1/2023 16:30,Debit,Phoenix,D000413,105.136.156.29,M067,ATM,64,Doctor,15,1,12042.79,11/4/2024 8:07,Travel
TX000725,AC00279,39.11,9/1/2023 18:05,Debit,Columbus,D000241,196.121.240.10,M052,Online,26,Student,143,1,518.54,11/4/2024 8:08,Healthcare
TX000726,AC00067,1309.79,3/6/2023 16:33,Debit,San Francisco,D000251,3.200.166.167,M004,ATM,23,Student,139,1,1258.93,11/4/2024 8:11,Healthcare
TX000727,AC00043,729.38,11/14/2023 17:23,Debit,Los Angeles,D000443,99.205.173.118,M093,ATM,68,Doctor,90,1,9127.65,11/4/2024 8:08,Entertainment
TX000728,AC00012,137.49,7/26/2023 16:54,Debit,Fort Worth,D000159,42.61.10.112,M040,ATM,34,Engineer,50,1,4471.05,11/4/2024 8:07,Retail
TX000729,AC00244,504.71,4/10/2023 18:27,Debit,Detroit,D000009,24.148.92.177,M060,Online,29,Engineer,61,1,6214.54,11/4/2024 8:08,Healthcare
TX000730,AC00395,371.47,5/30/2023 16:15,Credit,Milwaukee,D000661,32.71.250.58,M097,Branch,24,Student,58,1,1187.04,11/4/2024 8:07,Grocery
TX000731,AC00253,430.35,2/20/2023 17:23,Debit,Charlotte,D000096,217.233.219.196,M007,Online,36,Doctor,205,1,354.9,11/4/2024 8:10,Dining
TX000732,AC00394,230.32,5/15/2023 18:15,Debit,Las Vegas,D000272,49.174.157.140,M015,Branch,35,Engineer,56,1,791.46,11/4/2024 8:08,Dining
TX000733,AC00457,121.71,9/5/2023 17:02,Debit,Chicago,D000674,77.208.193.198,M015,ATM,52,Retired,140,1,5878.89,11/4/2024 8:11,Dining
TX000734,AC00046,98.87,1/3/2023 17:51,Debit,Detroit,D000058,219.31.152.129,M060,Online,20,Student,179,1,533.2,11/4/2024 8:06,Healthcare
TX000735,AC00011,117.55,5/19/2023 16:35,Debit,Fresno,D000088,4.101.189.38,M046,ATM,24,Student,35,1,897.94,11/4/2024 8:11,Utilities
TX000736,AC00045,244.64,2/21/2023 18:41,Debit,Tucson,D000172,66.255.7.16,M072,Branch,30,Doctor,103,1,9159.56,11/4/2024 8:06,Retail
TX000737,AC00181,321.93,12/4/2023 18:27,Debit,Nashville,D000083,45.241.13.208,M092,ATM,45,Engineer,12,1,4392.73,11/4/2024 8:07,Healthcare
TX000738,AC00149,1092.73,1/23/2023 17:24,Debit,Columbus,D000688,56.89.80.133,M064,Branch,58,Retired,11,1,1390.98,11/4/2024 8:07,Retail
TX000739,AC00288,283.23,2/6/2023 16:48,Debit,El Paso,D000695,146.69.70.214,M061,Online,40,Engineer,98,1,2008.77,11/4/2024 8:07,Entertainment
TX000740,AC00014,346.65,1/1/2024 16:17,Debit,Washington,D000077,43.98.242.106,M062,Online,30,Engineer,60,1,6356.96,11/4/2024 8:06,Utilities
TX000741,AC00153,381.62,1/27/2023 16:40,Debit,Las Vegas,D000670,187.223.139.194,M097,Online,64,Retired,164,1,6009.12,11/4/2024 8:11,Grocery
TX000742,AC00164,388.65,2/21/2023 16:02,Debit,Oklahoma City,D000284,40.244.94.218,M065,ATM,76,Retired,43,1,7896.85,11/4/2024 8:08,Grocery
TX000743,AC00159,29.22,7/6/2023 18:16,Debit,San Antonio,D000432,44.67.137.125,M068,ATM,24,Student,151,1,1649.43,11/4/2024 8:09,Healthcare
TX000744,AC00360,46.75,7/31/2023 17:37,Debit,Colorado Springs,D000469,196.244.194.198,M078,Branch,67,Retired,150,1,2840.43,11/4/2024 8:09,Utilities
TX000745,AC00326,348.64,6/9/2023 17:12,Debit,San Jose,D000221,134.222.122.238,M098,Online,57,Retired,128,1,3274.96,11/4/2024 8:11,Electronics
TX000746,AC00110,319.17,1/11/2023 16:58,Debit,Tucson,D000444,7.28.148.225,M088,Online,73,Retired,81,1,6501.56,11/4/2024 8:08,Retail
TX000747,AC00110,73.95,11/3/2023 16:39,Debit,Kansas City,D000337,6.204.110.7,M012,ATM,26,Student,76,1,363.92,11/4/2024 8:07,Healthcare
TX000748,AC00257,389.63,2/16/2023 16:20,Debit,Mesa,D000645,155.140.33.42,M100,Online,27,Engineer,99,1,9748.48,11/4/2024 8:08,Healthcare
TX000749,AC00145,217.61,3/16/2023 17:36,Debit,Chicago,D000172,216.32.4.105,M025,ATM,19,Student,45,1,1404.53,11/4/2024 8:10,Grocery
TX000750,AC00455,199.84,1/16/2023 16:01,Debit,Dallas,D000330,48.19.99.211,M082,ATM,21,Student,150,1,706.44,11/4/2024 8:09,Electronics
TX000751,AC00282,56.35,2/9/2023 16:09,Debit,Charlotte,D000266,166.79.195.157,M033,ATM,44,Doctor,75,1,5095.73,11/4/2024 8:07,Grocery
TX000752,AC00045,248.95,6/16/2023 16:19,Credit,San Francisco,D000454,38.210.156.148,M068,Branch,65,Retired,29,1,3059.79,11/4/2024 8:09,Healthcare
TX000753,AC00390,142.58,6/19/2023 16:20,Debit,San Antonio,D000647,139.23.212.102,M048,ATM,33,Engineer,145,1,7844.23,11/4/2024 8:06,Retail
TX000754,AC00032,1020.73,7/24/2023 16:42,Debit,Fort Worth,D000676,166.79.195.157,M087,ATM,28,Student,87,1,1119.61,11/4/2024 8:11,Dining
TX000755,AC00153,84.34,6/8/2023 16:27,Debit,Memphis,D000493,200.136.146.93,M039,Online,58,Retired,248,3,5313.97,11/4/2024 8:09,Dining
TX000756,AC00460,1607.55,9/7/2023 16:27,Debit,Phoenix,D000070,94.37.250.128,M031,ATM,31,Engineer,156,1,6227.99,11/4/2024 8:07,Dining
TX000757,AC00154,333.78,11/30/2023 17:53,Debit,San Diego,D000444,49.31.186.82,M057,ATM,60,Retired,98,1,6810.94,11/4/2024 8:07,Grocery
TX000758,AC00190,332.59,7/13/2023 17:50,Debit,San Antonio,D000163,166.41.54.117,M060,Online,55,Retired,143,1,1457.07,11/4/2024 8:09,Healthcare
TX000759,AC00156,236.81,10/26/2023 16:59,Debit,Oklahoma City,D000274,189.168.172.41,M013,Branch,22,Student,15,1,813.68,11/4/2024 8:07,Entertainment
TX000760,AC00005,417.8,6/26/2023 16:21,Credit,Philadelphia,D000630,49.31.186.82,M066,Branch,27,Student,130,1,1518.82,11/4/2024 8:09,Electronics
TX000761,AC00126,319.27,8/7/2023 16:54,Debit,San Antonio,D000172,211.97.88.141,M052,ATM,50,Doctor,150,1,10269.78,11/4/2024 8:12,Healthcare
TX000762,AC00201,384.1,5/24/2023 18:32,Debit,Detroit,D000497,199.103.32.145,M004,Branch,42,Engineer,172,1,672.79,11/4/2024 8:11,Healthcare
TX000763,AC00165,820.62,3/3/2023 17:18,Credit,Fresno,D000622,47.82.77.181,M084,Branch,61,Doctor,158,1,6024.8,11/4/2024 8:07,Healthcare
TX000764,AC00420,474.77,12/25/2023 16:28,Credit,Indianapolis,D000046,104.155.121.252,M073,Online,56,Engineer,50,1,2158.59,11/4/2024 8:08,Grocery
TX000765,AC00329,542.72,9/4/2023 18:37,Credit,Indianapolis,D000573,34.86.220.205,M100,Branch,43,Doctor,92,1,6011.8,11/4/2024 8:08,Healthcare
TX000766,AC00037,79.8,12/22/2023 17:17,Debit,Fort Worth,D000477,189.198.67.252,M070,ATM,73,Retired,76,1,6372.58,11/4/2024 8:06,Utilities
TX000767,AC00293,46.24,3/13/2023 16:05,Debit,San Diego,D000590,80.155.14.197,M043,Branch,57,Engineer,52,1,2569.56,11/4/2024 8:07,Travel
TX000768,AC00481,327.8,11/23/2023 17:44,Debit,San Francisco,D000517,90.111.245.138,M054,ATM,61,Doctor,54,1,10585.48,11/4/2024 8:09,Utilities
TX000769,AC00233,445.79,7/7/2023 17:19,Debit,Las Vegas,D000308,207.157.126.125,M052,ATM,52,Doctor,161,1,717.99,11/4/2024 8:12,Healthcare
TX000770,AC00235,55.89,8/17/2023 16:54,Debit,Fresno,D000461,175.230.206.232,M026,Online,72,Retired,150,1,3689.65,11/4/2024 8:11,Electronics
TX000771,AC00324,158.41,2/9/2023 16:28,Debit,Sacramento,D000122,188.225.207.71,M013,Branch,28,Student,16,1,1512.16,11/4/2024 8:10,Entertainment
TX000772,AC00029,101.19,11/29/2023 18:38,Credit,Denver,D000524,80.155.14.197,M033,Online,64,Doctor,75,1,14389.45,11/4/2024 8:09,Grocery
TX000773,AC00093,827.14,1/17/2023 17:25,Debit,El Paso,D000645,215.97.143.157,M018,Branch,36,Engineer,265,4,9800.21,11/4/2024 8:08,Electronics
TX000774,AC00141,61.97,5/22/2023 18:45,Debit,Phoenix,D000487,10.223.224.50,M056,ATM,74,Retired,95,1,7014.69,11/4/2024 8:10,Retail
TX000775,AC00061,27.21,6/14/2023 16:34,Debit,San Jose,D000700,28.149.72.129,M050,ATM,79,Retired,102,1,3520.61,11/4/2024 8:06,Electronics
TX000776,AC00092,173.74,9/8/2023 17:48,Debit,Houston,D000127,161.177.41.214,M074,Online,80,Retired,64,1,4913.42,11/4/2024 8:11,Electronics
TX000777,AC00354,176.11,8/10/2023 16:48,Debit,San Jose,D000566,86.220.59.252,M091,Branch,38,Engineer,105,1,9155.35,11/4/2024 8:10,Travel
TX000778,AC00358,88.4,11/10/2023 18:02,Debit,Fort Worth,D000112,112.196.12.19,M065,Online,46,Engineer,174,1,2567.53,11/4/2024 8:09,Grocery
TX000779,AC00078,567.92,6/20/2023 16:27,Debit,Columbus,D000358,213.207.62.176,M042,Online,53,Retired,14,1,3779.47,11/4/2024 8:12,Electronics
TX000780,AC00013,138.11,12/11/2023 17:29,Credit,Phoenix,D000227,20.147.6.179,M001,Online,68,Retired,104,1,4177.65,11/4/2024 8:07,Grocery
TX000781,AC00030,456.93,9/26/2023 16:18,Credit,Virginia Beach,D000587,214.67.148.245,M006,Branch,28,Engineer,193,1,7284.76,11/4/2024 8:09,Utilities
TX000782,AC00074,101.42,4/25/2023 17:00,Debit,Atlanta,D000195,112.56.160.202,M036,Online,66,Retired,146,1,6530.59,11/4/2024 8:12,Healthcare
TX000783,AC00399,300.61,5/1/2023 17:21,Debit,El Paso,D000086,165.35.58.173,M006,Online,44,Doctor,51,1,7895.54,11/4/2024 8:11,Utilities
TX000784,AC00323,265.94,6/5/2023 16:11,Debit,Boston,D000581,106.244.1.47,M085,Online,54,Engineer,132,1,6781.3,11/4/2024 8:06,Entertainment
TX000785,AC00107,345.54,1/24/2023 16:05,Debit,San Diego,D000054,215.97.143.157,M050,Online,29,Engineer,50,1,2091.78,11/4/2024 8:11,Electronics
TX000786,AC00211,411.52,1/10/2023 17:40,Debit,Los Angeles,D000494,52.1.78.30,M023,ATM,41,Doctor,88,1,11108.39,11/4/2024 8:09,Dining
